Date,State,Number of Confirmed Cases,Number of Death Cases
5/31/20,Alabama,18200,630
6/1/20,Alabama,18525,646
6/2/20,Alabama,18734,653
6/3/20,Alabama,18954,653
6/4/20,Alabama,19262,653
6/5/20,Alabama,19910,676
6/6/20,Alabama,20355,689
6/7/20,Alabama,20777,692
6/8/20,Alabama,21268,718
6/9/20,Alabama,21834,729
6/10/20,Alabama,22659,744
6/11/20,Alabama,23370,755
6/12/20,Alabama,24405,769
6/13/20,Alabama,25364,773
6/14/20,Alabama,26182,773
6/15/20,Alabama,26485,774
6/16/20,Alabama,27034,785
6/17/20,Alabama,27941,790
6/18/20,Alabama,28676,810
6/19/20,Alabama,29225,822
6/20/20,Alabama,29683,838
6/21/20,Alabama,30122,839
6/22/20,Alabama,30771,841
6/23/20,Alabama,31889,864
6/24/20,Alabama,32878,891
6/25/20,Alabama,33880,896
6/26/20,Alabama,34903,907
6/27/20,Alabama,35083,919
6/28/20,Alabama,36503,919
6/29/20,Alabama,37589,929
6/30/20,Alabama,38477,950
7/1/20,Alabama,39647,972
7/2/20,Alabama,41340,985
7/3/20,Alabama,42255,1006
7/4/20,Alabama,43216,1007
7/5/20,Alabama,44022,1007
7/6/20,Alabama,44932,1007
7/7/20,Alabama,46348,1033
7/8/20,Alabama,48149,1058
7/9/20,Alabama,49695,1068
7/10/20,Alabama,51329,1104
7/11/20,Alabama,52802,1114
7/12/20,Alabama,54781,1121
7/13/20,Alabama,56168,1124
7/14/20,Alabama,58284,1164
7/15/20,Alabama,60194,1211
7/16/20,Alabama,62128,1230
7/17/20,Alabama,64152,1265
7/18/20,Alabama,66181,1286
7/19/20,Alabama,67733,1287
7/20/20,Alabama,69236,1291
7/21/20,Alabama,70600,1303
7/22/20,Alabama,72594,1364
7/23/20,Alabama,74685,1397
7/24/20,Alabama,76795,1438
7/25/20,Alabama,78188,1456
7/26/20,Alabama,79948,1473
7/27/20,Alabama,81256,1491
7/28/20,Alabama,82698,1491
7/29/20,Alabama,84652,1538
7/30/20,Alabama,86664,1565
7/31/20,Alabama,88266,1580
8/1/20,Alabama,90299,1603
8/2/20,Alabama,91458,1627
8/3/20,Alabama,92502,1633
8/4/20,Alabama,93457,1666
8/5/20,Alabama,95323,1695
8/6/20,Alabama,97044,1714
8/7/20,Alabama,98895,1735
8/8/20,Alabama,99854,1755
8/9/20,Alabama,101466,1768
8/10/20,Alabama,102391,1797
8/11/20,Alabama,103485,1847
8/12/20,Alabama,104219,1882
8/13/20,Alabama,104976,1890
8/14/20,Alabama,106096,1893
8/15/20,Alabama,106926,1896
8/16/20,Alabama,107667,1898
8/17/20,Alabama,109092,1925
8/18/20,Alabama,110415,1936
8/19/20,Alabama,111696,1944
8/20/20,Alabama,112737,1974
8/21/20,Alabama,114212,1996
8/22/20,Alabama,114809,2011
8/23/20,Alabama,115485,2013
8/24/20,Alabama,116045,2024
8/25/20,Alabama,118190,2037
8/26/20,Alabama,119904,2045
8/27/20,Alabama,121041,2076
8/28/20,Alabama,122879,2107
8/29/20,Alabama,124155,2152
8/30/20,Alabama,124944,2162
8/31/20,Alabama,126500,2182
9/1/20,Alabama,127234,2200
9/2/20,Alabama,128240,2217
9/3/20,Alabama,129225,2233
9/4/20,Alabama,130373,2266
9/5/20,Alabama,130914,2275
9/6/20,Alabama,131690,2276
9/7/20,Alabama,132221,2276
9/8/20,Alabama,133005,2277
9/9/20,Alabama,134061,2285
9/10/20,Alabama,135138,2301
9/11/20,Alabama,136107,2333
9/12/20,Alabama,137166,2350
9/13/20,Alabama,137861,2351
9/14/20,Alabama,138619,2355
9/15/20,Alabama,139660,2387
9/16/20,Alabama,140423,2392
9/17/20,Alabama,141454,2401
9/18/20,Alabama,142768,2428
9/19/20,Alabama,143578,2437
9/20/20,Alabama,144325,2437
9/21/20,Alabama,145202,2439
9/22/20,Alabama,145859,2457
9/23/20,Alabama,146897,2488
9/24/20,Alabama,149263,2506
9/25/20,Alabama,150239,2491
9/26/20,Alabama,150965,2501
9/27/20,Alabama,151604,2501
9/28/20,Alabama,152350,2501
9/29/20,Alabama,153584,2517
9/30/20,Alabama,154772,2540
10/1/20,Alabama,155727,2548
10/2/20,Alabama,157402,2550
10/3/20,Alabama,158181,2558
10/4/20,Alabama,158717,2558
10/5/20,Alabama,159476,2559
10/6/20,Alabama,160485,2580
10/7/20,Alabama,161085,2601
10/8/20,Alabama,162683,2637
10/9/20,Alabama,163897,2653
10/10/20,Alabama,164698,2664
10/11/20,Alabama,165414,2664
10/12/20,Alabama,166514,2665
10/13/20,Alabama,167396,2665
10/14/20,Alabama,168620,2706
10/15/20,Alabama,169845,2756
10/16/20,Alabama,171157,2786
10/17/20,Alabama,172137,2788
10/18/20,Alabama,173002,2788
10/19/20,Alabama,174078,2789
10/20/20,Alabama,175210,2805
10/21/20,Alabama,176605,2828
10/22/20,Alabama,180437,2843
10/23/20,Alabama,182567,2859
10/24/20,Alabama,183831,2866
10/25/20,Alabama,184723,2866
10/26/20,Alabama,185938,2866
10/27/20,Alabama,187267,2892
10/28/20,Alabama,188775,2911
10/29/20,Alabama,190113,2914
10/30/20,Alabama,191932,2932
10/31/20,Alabama,193613,2967
11/1/20,Alabama,194458,2973
11/2/20,Alabama,195692,2973
11/3/20,Alabama,197504,2987
11/4/20,Alabama,198927,3006
11/5/20,Alabama,200528,3026
11/6/20,Alabama,202131,3049
11/7/20,Alabama,203518,3082
11/8/20,Alabama,204665,3084
11/9/20,Alabama,206523,3084
11/10/20,Alabama,206562,3120
11/11/20,Alabama,208637,3201
11/12/20,Alabama,210637,3213
11/13/20,Alabama,213617,3231
11/14/20,Alabama,215843,3246
11/15/20,Alabama,217822,3248
11/16/20,Alabama,219232,3249
11/17/20,Alabama,220848,3301
11/18/20,Alabama,223486,3347
11/19/20,Alabama,225910,3419
11/20/20,Alabama,228373,3451
11/21/20,Alabama,230708,3457
11/22/20,Alabama,232506,3457
11/23/20,Alabama,234080,3459
11/24/20,Alabama,236865,3472
11/25/20,Alabama,239318,3532
11/26/20,Alabama,241957,3572
11/27/20,Alabama,242874,3572
11/28/20,Alabama,244993,3572
11/29/20,Alabama,247229,3577
11/30/20,Alabama,249524,3578
12/1/20,Alabama,252900,3638
12/2/20,Alabama,256828,3711
12/3/20,Alabama,260359,3776
12/4/20,Alabama,264199,3831
12/5/20,Alabama,267589,3877
12/6/20,Alabama,269877,3889
12/7/20,Alabama,272229,3892
12/8/20,Alabama,276665,3942
12/9/20,Alabama,280187,3985
12/10/20,Alabama,284922,4034
12/11/20,Alabama,288775,4086
12/12/20,Alabama,292841,4102
12/13/20,Alabama,295631,4102
12/14/20,Alabama,297895,4102
12/15/20,Alabama,301533,4124
12/16/20,Alabama,305640,4198
12/17/20,Alabama,310335,4254
12/18/20,Alabama,315683,4296
12/19/20,Alabama,319904,4389
12/20/20,Alabama,322452,4389
12/21/20,Alabama,324832,4389
12/22/20,Alabama,329811,4452
12/23/20,Alabama,334569,4587
12/24/20,Alabama,338801,4676
12/25/20,Alabama,342426,4680
12/26/20,Alabama,343458,4685
12/27/20,Alabama,345628,4691
12/28/20,Alabama,347897,4712
12/29/20,Alabama,351804,4737
12/30/20,Alabama,356820,4774
12/31/20,Alabama,361226,4827
1/1/21,Alabama,365747,4872
1/2/21,Alabama,369458,4872
1/3/21,Alabama,371934,4873
1/4/21,Alabama,374095,4878
1/5/21,Alabama,379593,4886
1/6/21,Alabama,384184,4994
1/7/21,Alabama,389230,5080
1/8/21,Alabama,394287,5191
1/9/21,Alabama,399150,5299
1/10/21,Alabama,401900,5334
1/11/21,Alabama,404000,5347
1/12/21,Alabama,407848,5573
1/13/21,Alabama,410995,5760
1/14/21,Alabama,414583,5945
1/15/21,Alabama,417528,6030
1/16/21,Alabama,420681,6119
1/17/21,Alabama,422598,6120
1/18/21,Alabama,424028,6121
1/19/21,Alabama,426543,6126
1/20/21,Alabama,429655,6283
1/21/21,Alabama,432536,6379
1/22/21,Alabama,436087,6486
1/23/21,Alabama,439442,6657
1/24/21,Alabama,441170,6660
1/25/21,Alabama,443009,6662
1/26/21,Alabama,445909,6896
1/27/21,Alabama,449086,7172
1/28/21,Alabama,452734,7340
1/29/21,Alabama,455582,7566
1/30/21,Alabama,455582,7566
1/31/21,Alabama,459639,7688
2/1/21,Alabama,460860,7688
2/2/21,Alabama,462938,7894
2/3/21,Alabama,465056,8203
2/4/21,Alabama,467823,8365
2/5/21,Alabama,469319,8449
2/6/21,Alabama,471311,8513
2/7/21,Alabama,472423,8515
2/8/21,Alabama,473348,8523
2/9/21,Alabama,474666,8579
2/10/21,Alabama,476067,8888
2/11/21,Alabama,477570,9021
2/12/21,Alabama,478667,9180
2/13/21,Alabama,479856,9242
2/14/21,Alabama,480931,9242
2/15/21,Alabama,481605,9244
2/16/21,Alabama,482488,9257
2/17/21,Alabama,483167,9346
2/18/21,Alabama,484365,9424
2/19/21,Alabama,485212,9573
2/20/21,Alabama,485986,9590
2/21/21,Alabama,486843,9592
2/22/21,Alabama,487520,9592
2/23/21,Alabama,488973,9660
2/24/21,Alabama,490220,9744
2/25/21,Alabama,491110,9831
2/26/21,Alabama,491849,9869
2/27/21,Alabama,492683,9930
2/28/21,Alabama,493252,9929
3/1/21,Alabama,493769,9931
3/2/21,Alabama,494421,9991
3/3/21,Alabama,497154,10029
3/4/21,Alabama,498076,10094
3/5/21,Alabama,498887,10122
3/6/21,Alabama,499411,10149
3/7/21,Alabama,499819,10148
3/8/21,Alabama,500092,10148
3/9/21,Alabama,500616,10186
3/10/21,Alabama,501398,10222
3/11/21,Alabama,502263,10274
3/12/21,Alabama,502711,10299
3/13/21,Alabama,503305,10327
3/14/21,Alabama,503673,10327
3/15/21,Alabama,508229,10329
3/16/21,Alabama,508717,10337
3/17/21,Alabama,509476,10363
3/18/21,Alabama,510048,10391
3/19/21,Alabama,510579,10425
3/20/21,Alabama,511087,10436
3/21/21,Alabama,511460,10436
3/22/21,Alabama,511779,10436
3/23/21,Alabama,511789,10450
3/24/21,Alabama,512711,10487
3/25/21,Alabama,513138,10504
3/26/21,Alabama,513580,10523
3/27/21,Alabama,514072,10526
3/28/21,Alabama,514391,10526
3/29/21,Alabama,514619,10526
3/30/21,Alabama,514980,10527
3/31/21,Alabama,515388,10554
4/1/21,Alabama,515866,10553
4/2/21,Alabama,516266,10607
4/3/21,Alabama,516615,10637
4/4/21,Alabama,516809,10637
4/5/21,Alabama,516918,10638
4/6/21,Alabama,517114,10652
4/7/21,Alabama,517452,10652
4/8/21,Alabama,517916,10675
4/9/21,Alabama,518234,10686
4/10/21,Alabama,518588,10712
4/11/21,Alabama,518899,10712
4/12/21,Alabama,519071,10712
4/13/21,Alabama,520503,10722
4/14/21,Alabama,520780,10728
4/15/21,Alabama,521201,10736
4/16/21,Alabama,521623,10739
4/17/21,Alabama,522131,10790
4/18/21,Alabama,522401,10790
4/19/21,Alabama,522512,10790
4/20/21,Alabama,523955,10798
4/21/21,Alabama,524367,10807
4/22/21,Alabama,525049,10824
4/23/21,Alabama,525477,10840
4/24/21,Alabama,525898,10851
4/25/21,Alabama,526131,10851
4/26/21,Alabama,526348,10852
4/27/21,Alabama,526707,10854
4/28/21,Alabama,527083,10879
4/29/21,Alabama,527513,10887
4/30/21,Alabama,527922,10896
5/1/21,Alabama,528309,10913
5/2/21,Alabama,528597,10913
5/3/21,Alabama,528784,10913
5/4/21,Alabama,528784,10913
5/5/21,Alabama,529446,10930
5/6/21,Alabama,530011,10946
5/7/21,Alabama,530325,10966
5/8/21,Alabama,530744,10978
5/9/21,Alabama,530988,10978
5/10/21,Alabama,531094,10978
5/11/21,Alabama,531404,10985
5/12/21,Alabama,531751,10997
5/13/21,Alabama,532895,11001
5/14/21,Alabama,537813,11024
5/15/21,Alabama,539829,11038
5/16/21,Alabama,540083,11038
5/17/21,Alabama,540267,11038
5/18/21,Alabama,540603,11043
5/19/21,Alabama,540891,11045
5/20/21,Alabama,541230,11077
5/21/21,Alabama,541673,11080
5/22/21,Alabama,541928,11112
5/23/21,Alabama,542124,11112
5/24/21,Alabama,542256,11112
5/25/21,Alabama,542562,11124
5/26/21,Alabama,542831,11138
5/27/21,Alabama,543177,11140
5/28/21,Alabama,543405,11146
5/29/21,Alabama,543405,11146
5/30/21,Alabama,543405,11146
5/31/21,Alabama,543405,11146
6/1/21,Alabama,544045,11156
6/2/21,Alabama,544598,11167
6/3/21,Alabama,545028,11188
6/4/21,Alabama,545585,11198
6/5/21,Alabama,545585,11198
6/6/21,Alabama,545585,11198
6/7/21,Alabama,546324,11217
6/8/21,Alabama,546540,11220
6/9/21,Alabama,546845,11249
6/10/21,Alabama,547135,11252
6/11/21,Alabama,547323,11266
6/12/21,Alabama,547323,11266
6/13/21,Alabama,547323,11266
6/14/21,Alabama,547873,11274
6/15/21,Alabama,548163,11281
6/16/21,Alabama,548323,11288
6/17/21,Alabama,548323,11288
6/18/21,Alabama,548657,11306
6/19/21,Alabama,548657,11306
6/20/21,Alabama,548657,11306
6/21/21,Alabama,549013,11311
6/22/21,Alabama,549013,11311
6/23/21,Alabama,549394,11328
6/24/21,Alabama,549394,11328
6/25/21,Alabama,549934,11336
6/26/21,Alabama,549934,11336
6/27/21,Alabama,549934,11336
6/28/21,Alabama,550451,11338
6/29/21,Alabama,550451,11338
6/30/21,Alabama,550983,11352
7/1/21,Alabama,550983,11352
7/2/21,Alabama,551298,11358
7/3/21,Alabama,551298,11358
7/4/21,Alabama,551298,11358
7/5/21,Alabama,551298,11358
7/6/21,Alabama,551298,11358
7/7/21,Alabama,552911,11387
7/8/21,Alabama,552911,11387
7/9/21,Alabama,554071,11398
7/10/21,Alabama,554605,11402
7/11/21,Alabama,554605,11402
7/12/21,Alabama,555215,11402
7/13/21,Alabama,555215,11402
7/14/21,Alabama,556613,11428
7/15/21,Alabama,557578,11439
7/16/21,Alabama,558577,11442
7/17/21,Alabama,559478,11443
7/18/21,Alabama,560202,11443
7/19/21,Alabama,560920,11443
7/20/21,Alabama,562311,11460
7/21/21,Alabama,563943,11462
7/22/21,Alabama,565510,11468
7/23/21,Alabama,567243,11472
7/24/21,Alabama,569131,11483
7/25/21,Alabama,570667,11483
7/26/21,Alabama,572070,11483
7/27/21,Alabama,574737,11492
7/28/21,Alabama,577463,11510
7/29/21,Alabama,577463,11510
7/30/21,Alabama,577463,11510
7/31/21,Alabama,585607,11536
8/1/21,Alabama,587405,11536
8/2/21,Alabama,589110,11536
8/3/21,Alabama,592417,11542
8/4/21,Alabama,595816,11561
8/5/21,Alabama,599633,11574
8/6/21,Alabama,603318,11600
8/7/21,Alabama,607209,11624
8/8/21,Alabama,607209,11624
8/9/21,Alabama,612086,11625
8/10/21,Alabama,615901,11648
8/11/21,Alabama,619752,11689
8/12/21,Alabama,623919,11724
8/13/21,Alabama,627905,11765
8/14/21,Alabama,627905,11765
8/15/21,Alabama,634897,11798
8/16/21,Alabama,637363,11799
8/17/21,Alabama,641386,11832
8/18/21,Alabama,645851,11872
8/19/21,Alabama,649741,11914
8/20/21,Alabama,653540,11942
8/21/21,Alabama,659750,12000
8/22/21,Alabama,663065,12000
8/23/21,Alabama,665653,12000
8/24/21,Alabama,665653,12000
8/25/21,Alabama,665653,12000
8/26/21,Alabama,676795,12103
8/27/21,Alabama,681828,12153
8/28/21,Alabama,688018,12219
8/29/21,Alabama,691451,12222
8/30/21,Alabama,694523,12222
8/31/21,Alabama,699729,12283
9/1/21,Alabama,704420,12291
9/2/21,Alabama,709732,12330
9/3/21,Alabama,714860,12394
9/4/21,Alabama,719280,12414
9/5/21,Alabama,722122,12415
9/6/21,Alabama,724688,12416
9/7/21,Alabama,727360,12420
9/8/21,Alabama,732151,12488
9/9/21,Alabama,736518,12552
9/10/21,Alabama,741318,12605
9/11/21,Alabama,745812,12673
9/12/21,Alabama,747606,12676
9/13/21,Alabama,750298,12678
9/14/21,Alabama,754242,12718
9/15/21,Alabama,757893,12784
9/16/21,Alabama,761865,12856
9/17/21,Alabama,764839,13048
9/18/21,Alabama,768301,13209
9/19/21,Alabama,770391,13210
9/20/21,Alabama,772311,13210
9/21/21,Alabama,775531,13460
9/22/21,Alabama,778549,13665
9/23/21,Alabama,781915,13798
9/24/21,Alabama,784484,13921
9/25/21,Alabama,787421,14022
9/26/21,Alabama,789054,14022
9/27/21,Alabama,790648,14025
9/28/21,Alabama,792632,14155
9/29/21,Alabama,794773,14200
9/30/21,Alabama,796475,14299
10/1/21,Alabama,798320,14393
10/2/21,Alabama,799800,14469
10/3/21,Alabama,800692,14470
10/4/21,Alabama,801428,14471
10/5/21,Alabama,802977,14542
10/6/21,Alabama,804249,14612
10/7/21,Alabama,805511,14675
10/8/21,Alabama,806560,14756
10/9/21,Alabama,807479,14857
10/10/21,Alabama,808132,14858
10/11/21,Alabama,808599,14859
10/12/21,Alabama,809485,14869
10/13/21,Alabama,810501,14980
10/14/21,Alabama,811551,15101
10/15/21,Alabama,812694,15142
10/16/21,Alabama,813481,15179
10/17/21,Alabama,814025,15179
10/18/21,Alabama,814363,15179
10/19/21,Alabama,815324,15263
10/20/21,Alabama,815989,15311
10/21/21,Alabama,817054,15320
10/22/21,Alabama,818652,15378
10/23/21,Alabama,819597,15406
10/24/21,Alabama,820011,15407
10/25/21,Alabama,820312,15407
10/26/21,Alabama,821255,15424
10/27/21,Alabama,828648,15432
10/28/21,Alabama,830789,15484
10/29/21,Alabama,831165,15532
10/30/21,Alabama,831653,15573
10/31/21,Alabama,832047,15573
11/1/21,Alabama,832264,15573
11/2/21,Alabama,833009,15629
11/3/21,Alabama,833493,15676
11/4/21,Alabama,834582,15734
11/5/21,Alabama,835157,15786
11/6/21,Alabama,835740,15834
11/7/21,Alabama,836032,15834
11/8/21,Alabama,836255,15834
11/9/21,Alabama,837250,15879
11/10/21,Alabama,837428,15917
11/11/21,Alabama,838114,15934
11/12/21,Alabama,838836,15934
11/13/21,Alabama,839436,15981
11/14/21,Alabama,839695,15981
11/15/21,Alabama,839953,15981
11/16/21,Alabama,840495,15999
11/17/21,Alabama,840991,16025
11/18/21,Alabama,841483,16043
11/19/21,Alabama,841956,16063
11/20/21,Alabama,842636,16073
11/21/21,Alabama,842908,16073
11/22/21,Alabama,843161,16073
11/23/21,Alabama,843780,16086
11/24/21,Alabama,844196,16102
11/25/21,Alabama,844594,16115
11/26/21,Alabama,844594,16115
11/27/21,Alabama,844951,16115
11/28/21,Alabama,845108,16115
11/29/21,Alabama,845284,16116
11/30/21,Alabama,845761,16119
12/1/21,Alabama,846297,16143
12/2/21,Alabama,847064,16157
12/3/21,Alabama,847659,16172
12/4/21,Alabama,848137,16185
12/5/21,Alabama,848498,16185
12/6/21,Alabama,848779,16185
12/7/21,Alabama,849409,16199
12/8/21,Alabama,850096,16203
12/9/21,Alabama,850645,16203
12/10/21,Alabama,851237,16243
12/11/21,Alabama,851950,16265
12/12/21,Alabama,852280,16265
12/13/21,Alabama,852574,16265
12/14/21,Alabama,854229,16285
12/15/21,Alabama,854876,16304
12/16/21,Alabama,855692,16320
12/17/21,Alabama,856600,16343
12/18/21,Alabama,857292,16353
12/19/21,Alabama,857844,16353
12/20/21,Alabama,858396,16353
12/21/21,Alabama,859650,16368
12/22/21,Alabama,861110,16380
12/23/21,Alabama,863170,16402
12/24/21,Alabama,865636,16418
12/25/21,Alabama,868085,16418
12/26/21,Alabama,868948,16418
12/27/21,Alabama,870627,16418
12/28/21,Alabama,874332,16436
12/29/21,Alabama,880307,16454
12/30/21,Alabama,888563,16455
12/31/21,Alabama,896614,16455
1/1/22,Alabama,896614,16455
1/2/22,Alabama,909541,16455
1/3/22,Alabama,913603,16455
1/4/22,Alabama,921175,16496
1/5/22,Alabama,932250,16503
1/6/22,Alabama,944876,16543
1/7/22,Alabama,957848,16585
1/8/22,Alabama,966180,16624
1/9/22,Alabama,978632,16624
1/10/22,Alabama,984882,16624
1/11/22,Alabama,993418,16630
1/12/22,Alabama,1004622,16641
1/13/22,Alabama,1004622,16641
1/14/22,Alabama,1004622,16641
1/15/22,Alabama,1004622,16641
1/16/22,Alabama,1056478,16734
1/17/22,Alabama,1064536,16734
1/18/22,Alabama,1071264,16734
1/19/22,Alabama,1088370,16756
1/20/22,Alabama,1104356,16792
1/21/22,Alabama,1120881,16824
1/22/22,Alabama,1137387,16826
1/23/22,Alabama,1147194,16826
1/24/22,Alabama,1153149,16826
1/25/22,Alabama,1161929,16914
1/26/22,Alabama,1153149,16826
1/27/22,Alabama,1153149,16826
1/28/22,Alabama,1195557,17047
1/29/22,Alabama,1206308,17086
1/30/22,Alabama,1212798,17086
1/31/22,Alabama,1218257,17086
2/1/22,Alabama,1223896,17146
2/2/22,Alabama,1229300,17215
2/3/22,Alabama,1229300,17215
2/4/22,Alabama,1240496,17371
2/5/22,Alabama,1242420,17371
2/6/22,Alabama,1242420,17371
2/7/22,Alabama,1245876,17387
2/8/22,Alabama,1250383,17407
2/9/22,Alabama,1254032,17452
2/10/22,Alabama,1256745,17502
2/11/22,Alabama,1259580,17505
2/12/22,Alabama,1262018,17571
2/13/22,Alabama,1263072,17571
2/14/22,Alabama,1263796,17571
2/15/22,Alabama,1265932,17656
2/16/22,Alabama,1267907,17749
2/17/22,Alabama,1270015,17787
2/18/22,Alabama,1271455,17877
2/19/22,Alabama,1272608,17933
2/20/22,Alabama,1273092,17933
2/21/22,Alabama,1273484,17933
2/22/22,Alabama,1274123,17938
2/23/22,Alabama,1275355,18007
2/24/22,Alabama,1276580,18102
2/25/22,Alabama,1277837,18186
2/26/22,Alabama,1279006,18225
2/27/22,Alabama,1279364,18225
2/28/22,Alabama,1279565,18225
3/1/22,Alabama,1280351,18287
3/2/22,Alabama,1281610,18335
3/3/22,Alabama,1282372,18407
3/4/22,Alabama,1282945,18480
3/5/22,Alabama,1282945,18480
3/6/22,Alabama,1282945,18480
3/7/22,Alabama,1286655,18569
3/8/22,Alabama,1287286,18648
3/9/22,Alabama,1287822,18694
3/10/22,Alabama,1288454,18766
3/11/22,Alabama,1288999,18832
3/12/22,Alabama,1288999,18832
3/13/22,Alabama,1288999,18832
3/14/22,Alabama,1289510,18890
3/15/22,Alabama,1289727,18943
3/16/22,Alabama,1290165,18944
3/17/22,Alabama,1290692,18998
3/18/22,Alabama,1291186,19038
3/19/22,Alabama,1291186,19038
3/20/22,Alabama,1291186,19038
3/21/22,Alabama,1291561,19093
3/22/22,Alabama,1291761,19139
3/23/22,Alabama,1291946,19169
3/24/22,Alabama,1292344,19173
3/25/22,Alabama,1292508,19210
3/26/22,Alabama,1292508,19210
3/27/22,Alabama,1292508,19210
3/28/22,Alabama,1294532,19234
3/29/22,Alabama,1294816,19280
3/30/22,Alabama,1295069,19284
3/31/22,Alabama,1295327,19290
4/1/22,Alabama,1295353,19294
4/2/22,Alabama,1295468,19313
4/3/22,Alabama,1295468,19313
4/4/22,Alabama,1295892,19334
4/5/22,Alabama,1296129,19362
4/6/22,Alabama,1296348,19374
4/7/22,Alabama,1296558,19374
4/8/22,Alabama,1296730,19376
4/9/22,Alabama,1296730,19376
4/10/22,Alabama,1296730,19376
4/11/22,Alabama,1297091,19379
4/12/22,Alabama,1297305,19417
4/13/22,Alabama,1297461,19441
4/14/22,Alabama,1297649,19475
4/15/22,Alabama,1297869,19502
4/16/22,Alabama,1297869,19502
4/17/22,Alabama,1297869,19502
4/18/22,Alabama,1298837,19510
4/19/22,Alabama,1298473,19513
4/20/22,Alabama,1298626,19524
4/21/22,Alabama,1298880,19529
4/22/22,Alabama,1299137,19541
4/23/22,Alabama,1299137,19541
4/24/22,Alabama,1299137,19541
4/25/22,Alabama,1299816,19545
4/26/22,Alabama,1300076,19545
4/27/22,Alabama,1300278,19559
4/28/22,Alabama,1300511,19561
4/29/22,Alabama,1300733,19567
4/30/22,Alabama,1300733,19567
5/1/22,Alabama,1300733,19567
5/2/22,Alabama,1301171,19570
5/3/22,Alabama,1301463,19585
5/4/22,Alabama,1301805,19590
5/5/22,Alabama,1302155,19593
5/6/22,Alabama,1302397,19601
5/7/22,Alabama,1302397,19601
5/8/22,Alabama,1302397,19601
5/9/22,Alabama,1302945,19601
5/10/22,Alabama,1303441,19606
5/11/22,Alabama,1303835,19606
5/12/22,Alabama,1304291,19623
5/13/22,Alabama,1304710,19628
5/14/22,Alabama,1304710,19628
5/15/22,Alabama,1304710,19628
5/16/22,Alabama,1305665,19631
5/17/22,Alabama,1306116,19633
5/18/22,Alabama,1306662,19633
5/19/22,Alabama,1307291,19641
5/20/22,Alabama,1307883,19645
5/21/22,Alabama,1307883,19645
5/22/22,Alabama,1307883,19645
5/23/22,Alabama,1309185,19649
5/24/22,Alabama,1309743,19650
5/25/22,Alabama,1310513,19651
5/26/22,Alabama,1311381,19651
5/27/22,Alabama,1312437,19658
5/28/22,Alabama,1312437,19658
5/29/22,Alabama,1312437,19658
5/30/22,Alabama,1312437,19658
5/31/22,Alabama,1314963,19664
6/1/22,Alabama,1315934,19664
6/2/22,Alabama,1317029,19664
6/3/22,Alabama,1317029,19664
6/4/22,Alabama,1317029,19664
6/5/22,Alabama,1317029,19664
6/6/22,Alabama,1320708,19676
6/7/22,Alabama,1321892,19676
6/8/22,Alabama,1322957,19676
6/9/22,Alabama,1324178,19684
6/10/22,Alabama,1325361,19692
6/11/22,Alabama,1325361,19692
6/12/22,Alabama,1325361,19692
6/13/22,Alabama,1328321,19695
6/14/22,Alabama,1329827,19695
6/15/22,Alabama,1331452,19696
6/16/22,Alabama,1333137,19696
6/17/22,Alabama,1334981,19696
6/18/22,Alabama,1334981,19696
6/19/22,Alabama,1334981,19696
6/20/22,Alabama,1338177,19697
6/21/22,Alabama,1340110,19697
6/22/22,Alabama,1342150,19722
6/23/22,Alabama,1344233,19723
6/24/22,Alabama,1346268,19729
6/25/22,Alabama,1346268,19729
6/26/22,Alabama,1346268,19729
6/27/22,Alabama,1350735,19734
6/28/22,Alabama,1352915,19739
6/29/22,Alabama,1355340,19740
6/30/22,Alabama,1357266,19755
7/1/22,Alabama,1359051,19759
7/2/22,Alabama,1359051,19759
7/3/22,Alabama,1359051,19759
7/4/22,Alabama,1362388,19766
7/5/22,Alabama,1363194,19766
7/6/22,Alabama,1367570,19766
7/7/22,Alabama,1370792,19781
7/8/22,Alabama,1373684,19786
7/9/22,Alabama,1373684,19786
7/10/22,Alabama,1373684,19786
7/11/22,Alabama,1378259,19795
7/12/22,Alabama,1382137,19804
7/13/22,Alabama,1384836,19812
7/14/22,Alabama,1387729,19821
7/15/22,Alabama,1390333,19822
