Date,State,Number of Confirmed Cases
2/27/22,Colorado,1408953
2/28/22,Colorado,1409679
3/1/22,Colorado,1410295
3/2/22,Colorado,1410827
3/3/22,Colorado,1411338
3/4/22,Colorado,1411720
3/5/22,Colorado,1412008
3/6/22,Colorado,1412218
3/7/22,Colorado,1412829
3/8/22,Colorado,1413352
3/9/22,Colorado,1413775
3/10/22,Colorado,1414161
3/11/22,Colorado,1414492
3/12/22,Colorado,1414733
3/13/22,Colorado,1414967
3/14/22,Colorado,1415414
3/15/22,Colorado,1415818
3/16/22,Colorado,1416197
3/17/22,Colorado,1416532
3/18/22,Colorado,1416857
3/19/22,Colorado,1417070
3/20/22,Colorado,1417274
3/21/22,Colorado,1417658
3/22/22,Colorado,1418010
3/23/22,Colorado,1418349
3/24/22,Colorado,1418664
3/25/22,Colorado,1418959
3/26/22,Colorado,1419207
3/27/22,Colorado,1419443
3/28/22,Colorado,1419848
3/29/22,Colorado,1420255
3/30/22,Colorado,1420641
3/31/22,Colorado,1421000
4/1/22,Colorado,1421384
4/2/22,Colorado,1421609
4/3/22,Colorado,1421844
4/4/22,Colorado,1422342
4/5/22,Colorado,1422781
4/6/22,Colorado,1423181
4/7/22,Colorado,1423603
4/8/22,Colorado,1423992
4/9/22,Colorado,1424334
4/10/22,Colorado,1424616
4/11/22,Colorado,1425315
4/12/22,Colorado,1425897
4/13/22,Colorado,1426489
4/14/22,Colorado,1427092
4/15/22,Colorado,1427671
4/16/22,Colorado,1428134
4/17/22,Colorado,1428554
4/18/22,Colorado,1429505
4/19/22,Colorado,1430255
4/20/22,Colorado,1430998
4/21/22,Colorado,1431762
4/22/22,Colorado,1432509
4/23/22,Colorado,1433051
4/24/22,Colorado,1433523
4/25/22,Colorado,1434489
4/26/22,Colorado,1435400
4/27/22,Colorado,1436406
4/28/22,Colorado,1437346
4/29/22,Colorado,1438283
4/30/22,Colorado,1438932
5/1/22,Colorado,1439577
5/2/22,Colorado,1440868
5/3/22,Colorado,1442179
5/4/22,Colorado,1443360
5/5/22,Colorado,1444603
5/6/22,Colorado,1445933
5/7/22,Colorado,1446791
5/8/22,Colorado,1447606
5/9/22,Colorado,1449711
5/10/22,Colorado,1451397
5/11/22,Colorado,1453051
5/12/22,Colorado,1454688
5/13/22,Colorado,1456340
5/14/22,Colorado,1457362
5/15/22,Colorado,1458325
5/16/22,Colorado,1460476
5/17/22,Colorado,1462458
5/18/22,Colorado,1464244
5/19/22,Colorado,1466128
5/20/22,Colorado,1467889
5/21/22,Colorado,1468997
5/22/22,Colorado,1470084
5/23/22,Colorado,1472611
5/24/22,Colorado,1474916
5/25/22,Colorado,1477227
5/26/22,Colorado,1479409
5/27/22,Colorado,1481674
5/28/22,Colorado,1483065
5/29/22,Colorado,1484274
5/30/22,Colorado,1485807
5/31/22,Colorado,1489132
6/1/22,Colorado,1491706
6/2/22,Colorado,1494409
6/3/22,Colorado,1496994
6/4/22,Colorado,1498613
6/5/22,Colorado,1500024
6/6/22,Colorado,1503143
6/7/22,Colorado,1505816
6/8/22,Colorado,1508381
6/9/22,Colorado,1510694
6/10/22,Colorado,1512870
6/11/22,Colorado,1514144
6/12/22,Colorado,1515373
6/13/22,Colorado,1518052
6/14/22,Colorado,1520324
6/15/22,Colorado,1522524
6/16/22,Colorado,1524665
6/17/22,Colorado,1526560
6/18/22,Colorado,1527821
6/19/22,Colorado,1529006
6/20/22,Colorado,1531506
6/21/22,Colorado,1533976
6/22/22,Colorado,1536202
6/23/22,Colorado,1538402
6/24/22,Colorado,1540271
6/25/22,Colorado,1541565
6/26/22,Colorado,1542806
6/27/22,Colorado,1545533
6/28/22,Colorado,1548050
6/29/22,Colorado,1550452
6/30/22,Colorado,1552898
7/1/22,Colorado,1554954
7/2/22,Colorado,1556195
7/3/22,Colorado,1557324
7/4/22,Colorado,1558287
7/5/22,Colorado,1561247
7/6/22,Colorado,1563578
7/7/22,Colorado,1565827
7/8/22,Colorado,1567886
7/9/22,Colorado,1569234
7/10/22,Colorado,1570398
7/11/22,Colorado,1572798
7/12/22,Colorado,1574765
7/13/22,Colorado,1576652
7/14/22,Colorado,1578576
7/15/22,Colorado,1580305
7/16/22,Colorado,1581536
7/17/22,Colorado,1582591
7/18/22,Colorado,1584791
7/19/22,Colorado,1586720
7/20/22,Colorado,1588478
7/21/22,Colorado,1590141
7/22/22,Colorado,1591610
7/23/22,Colorado,1592578
7/24/22,Colorado,1593559
7/25/22,Colorado,1595592
7/26/22,Colorado,1597245
7/27/22,Colorado,1598823
7/28/22,Colorado,1600256
7/29/22,Colorado,1601532
7/30/22,Colorado,1602423
7/31/22,Colorado,1603212
8/1/22,Colorado,1604776
8/2/22,Colorado,1606101
8/3/22,Colorado,1607422
8/4/22,Colorado,1608608
8/5/22,Colorado,1609671
8/6/22,Colorado,1610436
8/7/22,Colorado,1611123
8/8/22,Colorado,1612425
8/9/22,Colorado,1613631
8/10/22,Colorado,1614761
8/11/22,Colorado,1615846
8/12/22,Colorado,1616792
8/13/22,Colorado,1617358
8/14/22,Colorado,1617933
8/15/22,Colorado,1618956
8/16/22,Colorado,1619789
8/17/22,Colorado,1620606
8/18/22,Colorado,1621357
8/19/22,Colorado,1622043
8/20/22,Colorado,1622415
8/21/22,Colorado,1622542
8/22/22,Colorado,1622543
8/23/22,Colorado,1623416
8/24/22,Colorado,1624816
8/25/22,Colorado,1625803
8/26/22,Colorado,1627006
8/27/22,Colorado,1627006
8/28/22,Colorado,1627006
8/29/22,Colorado,1628992
8/30/22,Colorado,1629832
8/31/22,Colorado,1631016
9/1/22,Colorado,1633767
9/2/22,Colorado,1634692
9/3/22,Colorado,1634692
9/4/22,Colorado,1634692
9/5/22,Colorado,1636347
9/6/22,Colorado,1636657
9/7/22,Colorado,1637603
9/8/22,Colorado,1638543
9/9/22,Colorado,1639422
9/10/22,Colorado,1639422
9/11/22,Colorado,1639422
9/12/22,Colorado,1641027
9/13/22,Colorado,1641621
9/14/22,Colorado,1642492
9/15/22,Colorado,1644829
9/16/22,Colorado,1645456
9/17/22,Colorado,1645456
9/18/22,Colorado,1645456
9/19/22,Colorado,1646784
9/20/22,Colorado,1647452
9/21/22,Colorado,1648405
9/22/22,Colorado,1649100
9/23/22,Colorado,1649863
9/24/22,Colorado,1649863
9/25/22,Colorado,1649863
9/26/22,Colorado,1651061
9/27/22,Colorado,1651763
9/28/22,Colorado,1652689
9/29/22,Colorado,1654124
9/30/22,Colorado,1654798
10/1/22,Colorado,1654798
10/2/22,Colorado,1654798
10/3/22,Colorado,1654798
10/4/22,Colorado,1656683
10/5/22,Colorado,1657612
10/6/22,Colorado,1658308
10/7/22,Colorado,1658928
10/8/22,Colorado,1658928
10/9/22,Colorado,1658928
10/10/22,Colorado,1660315
10/11/22,Colorado,1660954
10/12/22,Colorado,1661645
10/13/22,Colorado,1662514
10/14/22,Colorado,1663241
10/15/22,Colorado,1663241
10/16/22,Colorado,1663241
10/17/22,Colorado,1664672
10/18/22,Colorado,1665451
10/19/22,Colorado,1666327
10/20/22,Colorado,1667187
10/21/22,Colorado,1667979
10/22/22,Colorado,1667979
10/23/22,Colorado,1667979
10/24/22,Colorado,1669747
10/25/22,Colorado,1670499
10/26/22,Colorado,1671397
10/27/22,Colorado,1672312
10/28/22,Colorado,1672312
10/29/22,Colorado,1672312
10/30/22,Colorado,1672312
10/31/22,Colorado,1674883
11/1/22,Colorado,1675734
11/2/22,Colorado,1676917
11/3/22,Colorado,1678078
11/4/22,Colorado,1679157
11/5/22,Colorado,1679157
11/6/22,Colorado,1679157
11/7/22,Colorado,1681391
11/8/22,Colorado,1682518
11/9/22,Colorado,1683848
11/10/22,Colorado,1685319
11/11/22,Colorado,1686624
11/12/22,Colorado,1686624
11/13/22,Colorado,1686624
11/14/22,Colorado,1688918
11/15/22,Colorado,1690290
11/16/22,Colorado,1692041
11/17/22,Colorado,1693601
11/18/22,Colorado,1694997
11/19/22,Colorado,1694997
11/20/22,Colorado,1694997
11/21/22,Colorado,1697850
11/22/22,Colorado,1699392
11/23/22,Colorado,1700944
11/24/22,Colorado,1700944
11/25/22,Colorado,1703098
11/26/22,Colorado,1703098
11/27/22,Colorado,1703098
11/28/22,Colorado,1705139
11/29/22,Colorado,1706491
11/30/22,Colorado,1708264
12/1/22,Colorado,1709688
12/2/22,Colorado,1711047
12/3/22,Colorado,1711047
12/4/22,Colorado,1711047
12/5/22,Colorado,1713614
12/6/22,Colorado,1714678
12/7/22,Colorado,1715920
12/8/22,Colorado,1717098
1/22/20,Connecticut,0
1/23/20,Connecticut,0
1/24/20,Connecticut,0
1/25/20,Connecticut,0
1/26/20,Connecticut,0
1/27/20,Connecticut,0
1/28/20,Connecticut,0
1/29/20,Connecticut,0
1/30/20,Connecticut,0
1/31/20,Connecticut,0
2/1/20,Connecticut,0
2/2/20,Connecticut,0
2/3/20,Connecticut,0
2/4/20,Connecticut,0
2/5/20,Connecticut,0
2/6/20,Connecticut,0
2/7/20,Connecticut,0
2/8/20,Connecticut,0
2/9/20,Connecticut,0
2/10/20,Connecticut,0
2/11/20,Connecticut,0
2/12/20,Connecticut,0
2/13/20,Connecticut,0
2/14/20,Connecticut,0
2/15/20,Connecticut,0
2/16/20,Connecticut,0
2/17/20,Connecticut,0
2/18/20,Connecticut,0
2/19/20,Connecticut,0
2/20/20,Connecticut,0
2/21/20,Connecticut,0
2/22/20,Connecticut,0
2/23/20,Connecticut,0
2/24/20,Connecticut,0
2/25/20,Connecticut,0
2/26/20,Connecticut,0
2/27/20,Connecticut,0
2/28/20,Connecticut,0
2/29/20,Connecticut,0
3/1/20,Connecticut,0
3/2/20,Connecticut,0
3/3/20,Connecticut,0
3/4/20,Connecticut,0
3/5/20,Connecticut,0
3/6/20,Connecticut,0
3/7/20,Connecticut,0
3/8/20,Connecticut,0
3/9/20,Connecticut,0
3/10/20,Connecticut,1
3/11/20,Connecticut,3
3/12/20,Connecticut,5
3/13/20,Connecticut,11
3/14/20,Connecticut,23
3/15/20,Connecticut,24
3/16/20,Connecticut,41
3/17/20,Connecticut,68
3/18/20,Connecticut,96
3/19/20,Connecticut,159
3/20/20,Connecticut,194
3/21/20,Connecticut,194
3/22/20,Connecticut,327
3/23/20,Connecticut,415
3/24/20,Connecticut,618
3/25/20,Connecticut,875
3/26/20,Connecticut,1012
3/27/20,Connecticut,1291
3/28/20,Connecticut,1524
3/29/20,Connecticut,1993
3/30/20,Connecticut,2571
3/31/20,Connecticut,3128
4/1/20,Connecticut,3557
4/2/20,Connecticut,3824
4/3/20,Connecticut,4914
4/4/20,Connecticut,5276
4/5/20,Connecticut,5675
4/6/20,Connecticut,6906
4/7/20,Connecticut,7781
4/8/20,Connecticut,7781
4/9/20,Connecticut,9784
4/10/20,Connecticut,10538
4/11/20,Connecticut,11510
4/12/20,Connecticut,12035
4/13/20,Connecticut,13381
4/14/20,Connecticut,13989
4/15/20,Connecticut,14755
4/16/20,Connecticut,15884
4/17/20,Connecticut,16809
4/18/20,Connecticut,17550
4/19/20,Connecticut,17962
4/20/20,Connecticut,19815
4/21/20,Connecticut,20360
4/22/20,Connecticut,22469
4/23/20,Connecticut,23100
4/24/20,Connecticut,23936
4/25/20,Connecticut,24583
4/26/20,Connecticut,25269
4/27/20,Connecticut,25997
4/28/20,Connecticut,26312
4/29/20,Connecticut,26767
4/30/20,Connecticut,27700
5/1/20,Connecticut,28764
5/2/20,Connecticut,29287
5/3/20,Connecticut,29287
5/4/20,Connecticut,29973
5/5/20,Connecticut,30621
5/6/20,Connecticut,30995
5/7/20,Connecticut,31784
5/8/20,Connecticut,32411
5/9/20,Connecticut,32984
5/10/20,Connecticut,33554
5/11/20,Connecticut,33765
5/12/20,Connecticut,34333
5/13/20,Connecticut,34855
5/14/20,Connecticut,35464
5/15/20,Connecticut,36085
5/16/20,Connecticut,36703
5/17/20,Connecticut,37419
5/18/20,Connecticut,38116
5/19/20,Connecticut,38430
5/20/20,Connecticut,39017
5/21/20,Connecticut,39208
5/22/20,Connecticut,39640
5/23/20,Connecticut,40022
5/24/20,Connecticut,40468
5/25/20,Connecticut,40873
5/26/20,Connecticut,41303
5/27/20,Connecticut,41288
5/28/20,Connecticut,41559
5/29/20,Connecticut,41762
5/30/20,Connecticut,42022
5/31/20,Connecticut,42201
6/1/20,Connecticut,42740
6/2/20,Connecticut,42979
6/3/20,Connecticut,43091
6/4/20,Connecticut,43239
6/5/20,Connecticut,43460
6/6/20,Connecticut,43818
6/7/20,Connecticut,43968
6/8/20,Connecticut,44092
6/9/20,Connecticut,44179
6/10/20,Connecticut,44347
6/11/20,Connecticut,44461
6/12/20,Connecticut,44689
6/13/20,Connecticut,44994
6/14/20,Connecticut,45088
6/15/20,Connecticut,45235
6/16/20,Connecticut,45349
6/17/20,Connecticut,45429
6/18/20,Connecticut,45440
6/19/20,Connecticut,45557
6/20/20,Connecticut,45715
6/21/20,Connecticut,45755
6/22/20,Connecticut,45782
6/23/20,Connecticut,45899
6/24/20,Connecticut,45913
6/25/20,Connecticut,45994
6/26/20,Connecticut,46059
6/27/20,Connecticut,46206
6/28/20,Connecticut,46303
6/29/20,Connecticut,46362
6/30/20,Connecticut,46514
7/1/20,Connecticut,46572
7/2/20,Connecticut,46646
7/3/20,Connecticut,46717
7/4/20,Connecticut,46717
7/5/20,Connecticut,46717
7/6/20,Connecticut,46976
7/7/20,Connecticut,47033
7/8/20,Connecticut,47108
7/9/20,Connecticut,47209
7/10/20,Connecticut,47287
7/11/20,Connecticut,47287
7/12/20,Connecticut,47287
7/13/20,Connecticut,47510
7/14/20,Connecticut,47530
7/15/20,Connecticut,47636
7/16/20,Connecticut,47750
7/17/20,Connecticut,47893
7/18/20,Connecticut,47893
7/19/20,Connecticut,47893
7/20/20,Connecticut,48055
7/21/20,Connecticut,48096
7/22/20,Connecticut,48223
7/23/20,Connecticut,48232
7/24/20,Connecticut,48776
7/25/20,Connecticut,48776
7/26/20,Connecticut,48776
7/27/20,Connecticut,48983
7/28/20,Connecticut,49077
7/29/20,Connecticut,49540
7/30/20,Connecticut,49670
7/31/20,Connecticut,49810
8/1/20,Connecticut,49810
8/2/20,Connecticut,49810
8/3/20,Connecticut,50062
8/4/20,Connecticut,50110
8/5/20,Connecticut,50225
8/6/20,Connecticut,50245
8/7/20,Connecticut,50320
8/8/20,Connecticut,50320
8/9/20,Connecticut,50320
8/10/20,Connecticut,50567
8/11/20,Connecticut,50684
8/12/20,Connecticut,50706
8/13/20,Connecticut,50782
8/14/20,Connecticut,50897
8/15/20,Connecticut,50897
8/16/20,Connecticut,50897
8/17/20,Connecticut,51267
8/18/20,Connecticut,51255
8/19/20,Connecticut,51314
8/20/20,Connecticut,51432
8/21/20,Connecticut,51519
8/22/20,Connecticut,51519
8/23/20,Connecticut,51519
8/24/20,Connecticut,52011
8/25/20,Connecticut,52040
8/26/20,Connecticut,52220
8/27/20,Connecticut,52350
8/28/20,Connecticut,52495
8/29/20,Connecticut,52495
8/30/20,Connecticut,52495
8/31/20,Connecticut,52879
9/1/20,Connecticut,53006
9/2/20,Connecticut,53108
9/3/20,Connecticut,53209
9/4/20,Connecticut,53365
9/5/20,Connecticut,53365
9/6/20,Connecticut,53365
9/7/20,Connecticut,53365
9/8/20,Connecticut,53782
9/9/20,Connecticut,53871
9/10/20,Connecticut,54093
9/11/20,Connecticut,54326
9/12/20,Connecticut,54326
9/13/20,Connecticut,54326
9/14/20,Connecticut,54895
9/15/20,Connecticut,55031
9/16/20,Connecticut,55166
9/17/20,Connecticut,55386
9/18/20,Connecticut,55527
9/19/20,Connecticut,55527
9/20/20,Connecticut,55527
9/21/20,Connecticut,56024
9/22/20,Connecticut,56160
9/23/20,Connecticut,56315
9/24/20,Connecticut,56472
9/25/20,Connecticut,56587
9/26/20,Connecticut,56587
9/27/20,Connecticut,56587
9/28/20,Connecticut,57147
9/29/20,Connecticut,57329
9/30/20,Connecticut,57550
10/1/20,Connecticut,57742
10/2/20,Connecticut,58297
10/3/20,Connecticut,58297
10/4/20,Connecticut,58297
10/5/20,Connecticut,59120
10/6/20,Connecticut,59241
10/7/20,Connecticut,59364
10/8/20,Connecticut,59748
10/9/20,Connecticut,60038
10/10/20,Connecticut,60038
10/11/20,Connecticut,60038
10/12/20,Connecticut,61377
10/13/20,Connecticut,61697
10/14/20,Connecticut,61861
10/15/20,Connecticut,62028
10/16/20,Connecticut,62830
10/17/20,Connecticut,62830
10/18/20,Connecticut,62830
10/19/20,Connecticut,64021
10/20/20,Connecticut,64455
10/21/20,Connecticut,64871
10/22/20,Connecticut,65373
10/23/20,Connecticut,66052
10/24/20,Connecticut,66052
10/25/20,Connecticut,66052
10/26/20,Connecticut,68099
10/27/20,Connecticut,68637
10/28/20,Connecticut,69127
10/29/20,Connecticut,70446
10/30/20,Connecticut,71207
10/31/20,Connecticut,71207
11/1/20,Connecticut,71207
11/2/20,Connecticut,73858
11/3/20,Connecticut,74843
11/4/20,Connecticut,75373
11/5/20,Connecticut,77060
11/6/20,Connecticut,78125
11/7/20,Connecticut,78125
11/8/20,Connecticut,78125
11/9/20,Connecticut,81432
11/10/20,Connecticut,82953
11/11/20,Connecticut,84741
11/12/20,Connecticut,85899
11/13/20,Connecticut,88645
11/14/20,Connecticut,88645
11/15/20,Connecticut,88645
11/16/20,Connecticut,93284
11/17/20,Connecticut,94986
11/18/20,Connecticut,97028
11/19/20,Connecticut,99381
11/20/20,Connecticut,101469
11/21/20,Connecticut,101469
11/22/20,Connecticut,101469
11/23/20,Connecticut,106740
11/24/20,Connecticut,107280
11/25/20,Connecticut,109152
11/26/20,Connecticut,109152
11/27/20,Connecticut,112581
11/28/20,Connecticut,112581
11/29/20,Connecticut,112581
11/30/20,Connecticut,117295
12/1/20,Connecticut,118754
12/2/20,Connecticut,121426
12/3/20,Connecticut,126177
12/4/20,Connecticut,127715
12/5/20,Connecticut,127715
12/6/20,Connecticut,127715
12/7/20,Connecticut,135844
12/8/20,Connecticut,138258
12/9/20,Connecticut,140548
12/10/20,Connecticut,142979
12/11/20,Connecticut,146761
12/12/20,Connecticut,146761
12/13/20,Connecticut,146761
12/14/20,Connecticut,153992
12/15/20,Connecticut,155462
12/16/20,Connecticut,157781
12/17/20,Connecticut,160102
12/18/20,Connecticut,162782
12/19/20,Connecticut,162782
12/20/20,Connecticut,162782
12/21/20,Connecticut,167377
12/22/20,Connecticut,168960
12/23/20,Connecticut,170705
12/24/20,Connecticut,172743
12/25/20,Connecticut,172743
12/26/20,Connecticut,172743
12/27/20,Connecticut,172743
12/28/20,Connecticut,181200
12/29/20,Connecticut,181967
12/30/20,Connecticut,183663
12/31/20,Connecticut,185708
1/1/21,Connecticut,185708
1/2/21,Connecticut,190120
1/3/21,Connecticut,190120
1/4/21,Connecticut,194636
1/5/21,Connecticut,196968
1/6/21,Connecticut,199454
1/7/21,Connecticut,202758
1/8/21,Connecticut,205994
1/9/21,Connecticut,205994
1/10/21,Connecticut,205994
1/11/21,Connecticut,213358
1/12/21,Connecticut,217047
1/13/21,Connecticut,220576
1/14/21,Connecticut,221544
1/15/21,Connecticut,223422
1/16/21,Connecticut,223422
1/17/21,Connecticut,223422
1/18/21,Connecticut,230125
1/19/21,Connecticut,232219
1/20/21,Connecticut,234134
1/21/21,Connecticut,235796
1/22/21,Connecticut,237815
1/23/21,Connecticut,237815
1/24/21,Connecticut,237815
1/25/21,Connecticut,243632
1/26/21,Connecticut,244899
1/27/21,Connecticut,247339
1/28/21,Connecticut,248765
1/29/21,Connecticut,250023
1/30/21,Connecticut,250023
1/31/21,Connecticut,250023
2/1/21,Connecticut,253954
2/2/21,Connecticut,256522
2/3/21,Connecticut,257004
2/4/21,Connecticut,257941
2/5/21,Connecticut,259372
2/6/21,Connecticut,259372
2/7/21,Connecticut,259372
2/8/21,Connecticut,263739
2/9/21,Connecticut,264608
2/10/21,Connecticut,265496
2/11/21,Connecticut,266499
2/12/21,Connecticut,267337
2/13/21,Connecticut,267337
2/14/21,Connecticut,267337
2/15/21,Connecticut,270242
2/16/21,Connecticut,270822
2/17/21,Connecticut,271356
2/18/21,Connecticut,271903
2/19/21,Connecticut,273101
2/20/21,Connecticut,273101
2/21/21,Connecticut,273101
2/22/21,Connecticut,275334
2/23/21,Connecticut,276691
2/24/21,Connecticut,278184
2/25/21,Connecticut,279159
2/26/21,Connecticut,279946
2/27/21,Connecticut,279946
2/28/21,Connecticut,279946
3/1/21,Connecticut,282626
3/2/21,Connecticut,283128
3/3/21,Connecticut,283622
3/4/21,Connecticut,284500
3/5/21,Connecticut,285330
3/6/21,Connecticut,285330
3/7/21,Connecticut,285330
3/8/21,Connecticut,287396
3/9/21,Connecticut,288145
3/10/21,Connecticut,288657
3/11/21,Connecticut,289392
3/12/21,Connecticut,290577
3/13/21,Connecticut,290577
3/14/21,Connecticut,290577
3/15/21,Connecticut,293102
3/16/21,Connecticut,293955
3/17/21,Connecticut,294328
3/18/21,Connecticut,295484
3/19/21,Connecticut,296691
3/20/21,Connecticut,296691
3/21/21,Connecticut,296691
3/22/21,Connecticut,299667
3/23/21,Connecticut,300565
3/24/21,Connecticut,302022
3/25/21,Connecticut,303510
3/26/21,Connecticut,305210
3/27/21,Connecticut,305210
3/28/21,Connecticut,305210
3/29/21,Connecticut,308439
3/30/21,Connecticut,310056
3/31/21,Connecticut,310624
4/1/21,Connecticut,312468
4/2/21,Connecticut,313956
4/3/21,Connecticut,313956
4/4/21,Connecticut,313956
4/5/21,Connecticut,316655
4/6/21,Connecticut,317729
4/7/21,Connecticut,318767
4/8/21,Connecticut,319779
4/9/21,Connecticut,321586
4/10/21,Connecticut,321586
4/11/21,Connecticut,321586
4/12/21,Connecticut,324571
4/13/21,Connecticut,325689
4/14/21,Connecticut,327298
4/15/21,Connecticut,328000
4/16/21,Connecticut,329062
4/17/21,Connecticut,329062
4/18/21,Connecticut,329062
4/19/21,Connecticut,331401
4/20/21,Connecticut,332139
4/21/21,Connecticut,332995
4/22/21,Connecticut,333732
4/23/21,Connecticut,334766
4/24/21,Connecticut,334766
4/25/21,Connecticut,334766
4/26/21,Connecticut,336933
4/27/21,Connecticut,337340
4/28/21,Connecticut,337961
4/29/21,Connecticut,338447
4/30/21,Connecticut,339233
5/1/21,Connecticut,339233
5/2/21,Connecticut,339233
5/3/21,Connecticut,340545
5/4/21,Connecticut,340962
5/5/21,Connecticut,341571
5/6/21,Connecticut,342282
5/7/21,Connecticut,342718
5/8/21,Connecticut,342718
5/9/21,Connecticut,342718
5/10/21,Connecticut,343545
5/11/21,Connecticut,343954
5/12/21,Connecticut,344141
5/13/21,Connecticut,344612
5/14/21,Connecticut,344977
5/15/21,Connecticut,344977
5/16/21,Connecticut,344977
5/17/21,Connecticut,345639
5/18/21,Connecticut,345720
5/19/21,Connecticut,345948
5/20/21,Connecticut,346154
5/21/21,Connecticut,346325
5/22/21,Connecticut,346325
